timestamp,Actual,Forecast
2020-07-26 00:00:00+00:00,50475.73809523809,53743.1
2020-08-02 00:00:00+00:00,50049.392857142855,53418.414
2020-08-09 00:00:00+00:00,49450.92261904762,53459.65
2020-08-16 00:00:00+00:00,52076.73809523809,54121.52
2020-08-23 00:00:00+00:00,51872.05952380953,53401.66
2020-08-30 00:00:00+00:00,51653.375,53405.02
2020-09-06 00:00:00+00:00,51617.744047619046,53275.836
2020-09-13 00:00:00+00:00,51507.63095238096,53257.53
2020-09-20 00:00:00+00:00,52181.32738095238,53311.69
2020-09-27 00:00:00+00:00,53411.93452380953,54354.957
2020-10-04 00:00:00+00:00,57410.319444444445,53648.152
